Message,Date
"Anyone relative ""floating lifter"" disaster Jeep Grand Cherokee V-8's generations back? Bro' dumped Kia Sorrento vowed newer return Chrysler. appears genius engineer decided bolt lifters!!! Holy crap! also many issues '04 proved word 'Junk' true staying power Chrysler years....",June 2015
new Alfa sport sedan http://www.caranddriver.com/features/2017-alfa-romeo-giorgio-sedan-25-cars-worth-waiting-for-feature,June 2015
"hope change Chevy taillights undercut 3-series price, otherwise stand chance.",June 2015
"And, many Alfa dealers be? Co-located Fiat dealers separate?",June 2015
"Plenty people ""settle"" Accords Camrys, see value luxury makes, can't afford it.. important them.",June 2015
F30 gets LCI,June 2015
"Yep....! old college friend moved NYC shortly graduated. He's moved sround little, intents purposes, lives CITY. Personally, I'm familiar different areas except tourists go.....Wall St., Broadway, Ellis Island, etc. friend comes visit every geeat while. He's totally flabbergasted live.....driving everwhere. said whole world fits 8 square block area.....groceries, restaurants, entertainment, bars, shopping, etc. within walking distance. Anything needs done cab. driven car 25 years, let alone owned one. know Prius Pepsi.",June 2015
"wife's, base. chose E-Class found ""sportier.""",June 2015
"son, somewhat quoting Clarkson, disappointed ""settled"" Jag afford Aston Martin. Although, 16 soon licensed, feels give Jag him. Dream big, son. Dream big.",June 2015
"find many major cities. People car to. Everything need, including transportation right outside door. NYC, might consider one one lived Brooklyn, Queens, Staten Island. away Manhattan, likely someone may car. Boston, encouraging owning car. newest residential projects expected limited parking easy access stations, ZipCar locations, Hubway bike sharing stalls. newest neighborhood redevelopment Seaport district. desolate area piers couple restaurants vibrant area offices, pharmaceutical labs, restaurants, shopping, apartments, museums, convention center. Yes parking easy find cheap. know might seem crazy Dayton model crowded northeastern cities take.",June 2015
"that. seems repackaging things. still depends prices, actually like moves - 340 (more hp, bump number) gets premium package standard, - hope price differential 328 340 get prohibitive. get Sport Line aesthetic features standard 328 (SEATS!!!!), saddle brown available across board. also track package, really thing, understand go it. bet they'll still keep sport suspension away x-drive, unless get ""adaptive"" option. like changes. illusions pricing, go up, least content. typical mid-cycle refresh adds value model. I'm sure 4-series GC get it, point, hopefully also 2016, perhaps months later. 440 GC 328 wagon (I'm sure 340 wagon coming). bought current last year model, optional things added increase appeal. Seems similar thing happening again. option schemes packages one things care new model. gave reason wait.",June 2015
"""It's wife's, base. chose E-Class found ""sportier."" Ok- Initially salesman gave base test drive knew me- coming SH-AWD torque vectoring car.",June 2015
"actually test drove 2.0T ATS 3.6 ATS enough grunt steer clear S4. things too, one main problems. Obviously, I'm sure ATS-V would solve that, real world selling price might competitive, last checked stickers ridiculous (I last checked 2013).",June 2015
"bet many millions 800 dollar smart phone financed 2 year contract. Cable TV, luxuries felt important ""affording"" something Honda Toyota.",May 2015
"add new Volvo S60R T6 similar (but falls short) numbers S4 list. 45K dollar wise, get drive indoors.",May 2015
"News: Audi B9 coming -- exactly soon . . . 2016 A4/S4 unchanged 2015 model, unchanged 2014 unchanged 2013. A4 know enjoy SHORT model year (sort of). B9 A4 sales training (US) scheduled November 2017 model cars arriving dealers approximately February 2016. buddy Audi Connection Cincinnati showed email ""from corporate."" discounts 2016's be, one would imagine, compelling -- else able sell 'em? said above, A4, even ""long tooth"" great place spend miles miles in. S4 even -- bunch incentives (my guess price include bunch 'packages' Premium+ versions -- standard Nav, standard B&O, etc -- $45K may drive $52K S4, would helluva deal.) perhaps $39K, drive singing, dancing loaded A4. among you, however, able take leap knowing months later, new improved model sale, meanwhile still got 42 months go lease note. Decisions, decisions. Everyday get behind wheel S4 like watching Exorcist 128th time -- keeps getting better every time.",May 2015
"saw BMW announcement yesterday regards drivetrain bump ""new"" models. always felt 6 cyl twin scroll turbo uner rated begin with. said, performance pack upgrade mine, according BMW, upped HP torque ratings 20 each. So, sure applied engine management changes current motor, something ""physical"" massage engine.. thing haunt 3/4 series continued interiors design. look ATS, A4, C300, BMW interior needs serious rework. liked mine (2011). But, could used shot style. Even new models, interior could use panache, especially considering competition doing. LD....my sister, traded 8 year old Jag Mercedes bemoaning going back Jaguar new car. likes Mercedes. liked old Jag more, though. Funny thing is, Jag much better since they've Ford's thumb. I'm ""Jag"" kind guy (unless vintage XKE Roadster), understand appeal. .",May 2015
"Totally agree. think general interiors bad, especially go optional items, wood finish real leather, dashboard instrument cluster feels 30 years old. insider joke BMW interior design. spend 150 hours perfecting exhaust valve, 500 hours working shifting 100 grams front back two weeks deadline realize dashboard. problem, Hans, put old one. still works. happened three times already.",May 2015
guys compare Infiniti Q40 Subaru Legacy Limited 2.5 eyesight ? almost cost me. know Subaru Luxury car Legacy comes new technologies Luxury brands cannot offer price range. Q40 almost 5 years old technology crash prevention technology all. interior Leather. course Q40 3.7 performance fuel hungry....,May 2015
Cable TV added luxury list?,May 2015
"driven Q40 former G37 guise owning 2015 Legacy 2.5i Premium, tell 2 completely different vehicles. offer pieces advice. 1st, like way Legacy drives, stay away Infiniti dealership. thinking 153 horsepower difference makes want head local Infiniti dealer see trade break even Subaru (13K miles since 9/27/2015). Power Q40's 328hp V6 plentiful I'd describe Legacy's power output adequate. Legacy definitely roomier inside. interior well finished high quality, soft touch materials everywhere. legacy ride smoother. got Legacy Eyesight available. originally wanted package somewhat bargain $1200 so, wait. I've also read depending market, eyesight equipped cars selling closer sticker non eyesight equipped cars. really like 18"" wheels Legacy Limited. cloth seats, driven Legacy leather nice.",May 2015
"sure ""Eyesight"" option Legacy. pre-crash alert system?",May 2015
Eyesight package include: Pre-crash warnign Pre-crash break Adaptive Cruise control Blind spot detection radar Line Departure Warning,May 2015
Thanks lot. mentioned extra horsepower plus Q40/G37... secondary since pay gas Q40. MPG low. plus Q40 compared Legacy imagine ?,May 2015
"Wow; totally moronic incompetent driver ""Eyesight Package"" would must-have! Upon reflection, perhaps called Helen Keller package...",May 2015
"Remember old 1980s joke Volvos built people hated cars? Well maybe Eyesight gadgets people hate driving? (and sometimes road, blame btw).",May 2015
"eyesight gadget fans hate driving, also seem take pride fact driving skills abysmal; ""Why adjust mirrors properly? practice situational awareness? Heck, look past end hood? Let car that.""",May 2015
"Subie's Eyesight seems like great safety feature. Talking ""minuses', Q40's 8 yr. run (essentially original 2007 G35), engine intrusiveness poor gas mileage using premium it.",May 2015
"GG, red XKE roadster father's friend led lair Jaguar! next chronic car buying experience, check 'em out, father's Jag. Man, XE getting great press far. And, let sister know, really misses Jag, they'll build another one her.",May 2015
"spirit actual words wrote. us make choices -- new fill-in-the blank appliance, car, house, sofa, TV on. important ""things"" choices make -- perhaps children, college funds (for kids MBA JD whatever). thing us ""have all."" And, even literally could all, want all. best friend worked hard manufacturing company eventually became president company -- never, entire life, owned new car. searches -- seems like time, -- ""cherry"" car. finds mythical little old lady little old man 2005 Cadillac 15,000 original miles that's goes for. passionate cars -- subscribes magazines -- am. guy knows chapter verse specs new cars, yet always driving car 5 years old. ""settling"" rare cream puff cars allows spend lots time west coast Florida houseboat, sailing, fishing sitting sun drinking cold beer. Whenever get new car, take go long test drive -- behind wheel. tell loves car probably hopes get rid it, next owner. wife work (long hours, typically), enjoy fine dining, wine, European travel ELLPS cars. probably could afford (that deal could done) Audi RS7 ($120,000 MSRP). We'd settle things go RS. Instead decided set sites far less expensive cars (mine $57K, $65K), bought leased mine. burden $1,400 per month, in. next door neighbor new 750 BMW -- Camry -- Bimmer costs much cars combined. guy across street Hyundai Yukon also owns 1/5th airplane. We're settling ways. Cars are, me, slowly, slowly, beginning less important 63 50. wife, oddly, seems picking slack -- wanting highest HP get (within reason, course). Priorities, compromises -- settling.",May 2015
best collision avoidance system (or Eyesight) good attentive driver.,May 2015
"paper, agreed. Problem get tired level distraction. help countering could helpful.",May 2015
"say now, running late need check messages, oh, yeah people forum that...",May 2015
"regards standard sport package 328's, talk sport seats might standard. course people BF splitting hairs press release says. everybody wants sport seats, force people them, would drive people away BMW... One thing I'm waiting see much new Premium package going be, since comes LED lights. LED lights BMW's $1900 option, currently price 328i $3100. $5K steep, people could careless LED's $1900,,, would liked see Xemon standard BMW's, even El Cheapo 320i. ordering guide released (hopefully next week) wont know sure prices.",May 2015
"340i gets new ""B"" series engine, hopefully MPPK engine Exhaust would give car roughly 370hp. Regarding living large cities, cousins live Upper East Side (of Manhattan) 2001 BMW 330i, 54K miles it. Like said GG, world 8 blks apt, subway line half blk away, need really drive. car lived Long Island, Manhattan 8 yrs, put 12K miles 8 years. regards Jag, hope XE success them, make competitors even better.",May 2015
"understanding release everything suspension Sport Line standard 328 - love it. also concern premium package pricing (and 340 well, since premium pack features standard there). LED prices went down, I'm sure BMW would like keep margins, let market. Seems like they're going away HID lights altogether, obvious reasons - green commies Europe America hate those, they'd rather poison mercury CFL use couple kWh more; CFL work headlights, LEDs next ""best"" thing). cannot imagine people want great sport seats. I'm large frame still find standard seats simply abhorrent.",May 2015
"wonder muffler looks like. drove 8 blocks work middle winter, probably rusty shell left - touch it, gone dust.",May 2015
"Basically power, performance, & handling Q40's major advantages. put stock in. happen like stuff, exactly budget lease 2011 BMW 328xi. also lot driving average (over 20K per year), leasing gets pricey.",May 2015
people NY ever go road trips???? Rent car suppose?,May 2015
everyone goes road trips.,May 2015
never said drove 8 blks,May 2015
never watched Seinfeld.,May 2015
"cost parking space Manhattan per square foot cost apartment per sq. ft. uncommon parking spaces attached condos co-ops, sell $225,000, 1% type building parking. people buy parking spaces real estate investments Manhattan.",May 2015
common city renting car weekend need go town. Much cheaper owning storing one.,May 2015
"lived Manhattan 8 years (Upper East Side) parked car street entire time, Alternate Side Tango whole time. retrospect seems like insanity CRAZY cars get good use it. Like Manhattanites went town summer weekends. think harder cars me. NYC horrid roads [non-permissible content removed] drivers unforgiving place. nephew lives Lower East Side got rid car. H/e uses Zip Car borrows family friends needs go town, likewise niece lives Upper East Side.",May 2015
"suppose cheaper rent weekends year. buy extra overpriced insurances, since none since vehicle. recall Seinfeld episode drove town get State 10 cents per can/bottle recycling pay, another episode arguing parking spot.",May 2015
Anyone Manhattan living van parking space? ban camper/trailers?,May 2015
"ZipCar made car one rents couple weekends year, expensive. one joins ZipCar. $35 year membership $30 night top regular rate keep car overnight. includes insurance.",May 2015
"RV living NYC uncommon illegal. long vehicle registered illegally parked, allowed.",May 2015
"Reading friend somewhat relief. annual family income 400+K, family net asset 10 times that, drive two old Camry's... sometimes wonder normal (wife care car), even though care much drive (this Camry need), interested cars since young (now 48 yr old).",May 2015
"Well, book ""The Millionaire Next Door"", basic idea awful lot people look rich - highly leveraged. Conversely lot people look modest means quite wealthy. They're wealthy partly save invest money rather spending place high profile items.",May 2015
"Instead jetskis, boats, yachts, snow skis, snowboards, skate boards, snowmobiles, ATV's/buggies, toys, choose divert toy fund towards vehicle. Heck, last video game console GameCube.",May 2015
talk ELLPS old Camrys individual net worth.,May 2015
"Good, neither...",May 2015
"sales current Passt higher last Gen, previous Gen passt expensive, like Jetta. liked previous Gen Passt, felt like Audi VW. think VW hard time selling CC, expensive..",May 2015
"aware that. Current situation result years ""streamlining"". probably chosen Toyota example, guys much elaborate option structure, yet ordering mindset like Honda's, BMW's.",May 2015
"probably both, self-feeding feedback loop. dealers large inventory expensive infrastructure support always prefer ""bird hand"" (aka instant gratification), push it. consumers know it, adjust behavior accordingly. course dealers claim ""it's customers want"". gratification actually driving car day interest payment stopped helps, course.",May 2015
"Honda Acura least honest it: things simply even exist catalogs. deal - there, there. problem is, others (Toyota, Ford, Mazda) myriad combinations ""available"", units dealers' lots ""what sells"" (understandable) salespeople receptive order talk (not understandable). BMW Benz usually gladly take order. seems VW dealers stay ""popular brand"" side, i.e. Roadburner said, ""cold fusion"" difficult. problem is, single lot unit certain type option (like suspension) essential way vehicle feels, world know whether want it?",May 2015
Well seem hard time selling now. sales way targets.,May 2015
"VW's problem alienated old customers, initially gained ground cheaper dumbed models, ran steam. guess people figured want Corolla clone, better get original. VW cautionary tale BMW. may early success, new Jetta Passat had, guarantee long run. BTW, read somewhere new Jetta Passat responses dealers screaming car ""for Americans"". guess beware wish for...",May 2015
"VW never really understood US market since days original Rabbit. one constant ""Throw wall see sticks."" marketing strategy",May 2015
"VW owner active member VW forum, feel speak issues. Traditional VW buyers want German made car Teutonic feel want Toyota, Hyundai, Honda prices. complain Mexican US made models cars targeting American market. get fact German car made Germany going cost more. enthusiasts worse. complain lack MK II Golf type car. want Polo come US diesel, 5 sp, crank windows airbags. want $10K. want Bulli. want Amorak. want Caddy. Oh, buy used. current US Passat fine car. problem VW bother upgrade every couple years like big Asian companies do. manufacturer can't sell car 8 years anymore minor facelift year 5. VW also missed boat crossovers. need Tiguan replacement 7 seat crossover right now. talked Crossblue (Passat based 7 seat crossover) 3 years targeting 2017 time frame now.",May 2015
"ither words, slow. BTW, great description, LOL.",May 2015
"Excellent summation, @robr2 I, one, would like see Polo offered alternative Fit, Yaris, Accent, etc. strong dollar make imports cheaper?",May 2015
"Honda well known this. 3 years ago, would bought Accord would sold V6 without sunroof. sale. Last year, would bought CR-V would sold EX-L without sunroof. sale.",May 2015
"remember, clearly, first time dealer sent home new car day signed papers. evening, financing credit union, course open. like, ""How give keys let drive home paid yet?"" first time dealer told take home weekend, see liked it, bring back Monday (or sign papers wanted keep it). ""The world moved on"", Steven King kept repeating Dark Tower series. older get, like / appreciate / resemble words.",May 2015
"strong dollar make exporting Polo cheaper would cheap enough? happens dollar weakens VW losing money every Polo imported Spain? Perhaps next Polo (MK VII) moves onto MQB platform, made US Mexico profitable.",May 2015
"""The current US Passat fine car."" Yeah, maybe. 2008 Passat bought new back 2008 much finer car. Much.",May 2015
"Honda well known since 1980's. Honda well committed minimal trim lines within model options dealer installed model. seems work fine reality, find people would rather dizzying array options choose from. Further, makes driving home today much easier.",May 2015
can't make multiyear decisions based six months data. work also dollar levels year ago.,May 2015
consider building polo Mexico?,May 2015
"could option, considering costs, generally low volume pricing centraints US market, small cars tough. easy decision bring vehicle here.",May 2015
"works buying public allows happen. would happen Honda's sales would drop say, 13% year market research shows people want able order cars? Would Honda change? order American cars too, pointed dealers like that, done, use done quite often..",May 2015
"still can't get anything want domestic. Maybe packages stand alone options. Honda way long time, likely change. efficient. frankly, sticks pretty much mix, issue regarding moonroof (mostly wanting leather, etc. without one). that, get pretty much want.",May 2015
"consider building polo Mexico? would require dedicated line build Polo. older platform. fact, VW sells Vento Mexico - Polo based sedan. import India.",May 2015
"actually happen, highly doubtful, Honda might change - might not. Buying cars lot goes back beginning auto industry.",May 2015
"color choice? posted want top level Accord, hope black favorite color color. Anything EX-L limited color too.. sure mean by, "" get pretty much want."" domestic market order separate items, trick finding dealer willing it. Ricks father buys buicks, bought Enclave ordered able get stand-a-lone items part package... happen..",May 2015
"would problem paying somewhat premium Teutonic (and even made Germany) driving vehicle really nice interior - know, like early 2000's Jetta Passat. I'm tired (and owned Jetta late '80) ultra high cost parts even poor dealer service network poor reliability. High parts cost ok experience car good reliable. really liked late '90's/early 2000's VWs nearly bought Passat much like '90 Audi A4 - bit bigger still almost nice size - practially ELLPS. Fast forward later 200x's Passat bigger, relatively cheaper, softer. like American car still poor reliability, expensive parts, VW service network. IMHO VW missed boat. also agree slow respond.",May 2015
"2014 S4 Order form used customize order 2014 S4 ""delete Moon-roof"" option written it. suppose thought ""writing in"" specifications, credit, I'd probably hesitated delete it. they'd even give $50 back I'd it.",May 2015
"Agreed 100%. choose color seen person; paper monitors often come close replicating actual colors. decide 1,100 dollar adaptive S4 suspension worth money none test drive anywhere go? Also impossible find specs much weight, any, adaptive suspension adds (I assume adds some).",May 2015
"think SM's dumb. ""average"" mind average customer. least Audi BMW lets order easily, workaround. live I'm even willing pay, long premium reasonable. brands often take act Congress.",May 2015
"entry level lux sales numbers April: 3/4series 10,374 Cclass 6,665 ES 4,701 TLX 4,093 4,008 LaCrosse 3,585 Q50 2,991 MKZ 2,915 A4 2,327 ATS 2,119",May 2015
Lincoln sells MKZs Audi A4s? Would never guessed that...,May 2015
"Neither would I, I'd like see percentage sold fleets vs. retail. Also, fact ATS even less, baffling. Must real dog moment - car bad. think right people found yet. Looks people likely like ATS even bother come look it.",May 2015
numbers Q40? think added Q50 numbers.....,May 2015
Yes ATS great car ignored. broadcast proper image wearers enthusiasts unjustly write car off- associating AARP Specials marque used crank out.,May 2015
Looks like new addition coming ELLPS family: https://www.yahoo.com/autos/first-drive-2017-jaguar-xe-a-cat-that-purrs-and-118121064842.html,May 2015
"Someone wrote German practice new model designation (with Audi B, C, D, etc) release new model every 8 years ""refresh"" year 5 6. practice that, assume, comes desire amortize development costs (and, theory, lower MSRPs) long time horizon. issue is, car magazines (and market itself) latch onto descriptor: ""Long tooth."" 2014 A4 (B8) sub designated S4. 2009 A4 2.0T Prestige took delivery 2008. NEW 2015 A4/S4 essentially 2008 available A4. is, far know, new ordering guide 2016 A4's available yet. But, time year, typically, order NEW A4 arrive NEXT MY. Far know -- operative phrase -- go Audi dealer order new S4 Prestige bunch options it, arrive 2015 B8 version, eagerly anticipated B9 morphed model. rate change POSSIBLE, would seem 8 year model model cycle may long. wonder A4 selling poorly -- price point, folks want NEXT, CURRENT, especially CURRENT is, literally, 8 years old, matter effective mid-cycle refresh been. Now, 2014 year half. 25K miles it. love car. thinking replacing tires thus enjoying car next 35K miles improved shoes. hoping major evolution A4 model line goes B8 B9, guess thing get NEW version within first 2 3 MY's -- apparent -- 8 year cycle. assume current S4's durability question -- thus far bullet proof. car ""rejuvinated"" local detail shop next week. assuming process name suggests. And, looking forward keeping car beyond end lease term. Subsequently, plan -- plans nothing, planning everything -- buy next time out, knows, things may change. Yet, still assume order car specs, there's fun, like getting new car TWICE within 90 days. And, BTW, someone wrote cars lot less expensive ordered cars -- guess exceptions every ""rule"" -- experience ordered car typically hundreds less car lot; I've never dealer dealer sales rep indicate anything great willingness take order. rep says would fine -- financially, assume -- everyone ordered used dealership test drives; way, says, could variety available prospects test drive. know anything ""ordering"" Hondas, would would order new electric opener, however. I'm partial Oster's, care.",May 2015
"I'm one wrote VW's long product cycle. B5 Passat. available 1998 2005 - 8 model years minor facelift 2001 model year. today's competitive auto market, car can't stay long. Honda used follow 2 year minor facelift, 4 year major overhaul, 8 year new car. stretched 3 6. understanding 2016 Audi A4 B9 introduced Frankfurt September probably hit US early 2016. recall anyone saying cheaper buy lot versus ordering. dealer principal/management, would prefer buy lot asset costing money everyday. like inventory intensive business, turning inventory key. Hondas, comment makes seem bit elitist. True, soul filled Teutonic machines tight tolerances failure inevitable . fine automobiles must something right sell hundreds thousands every year.",May 2015
+1. everyone worships altar German cars. us would rather drive Honda's retire early drive fancy-schmancy cars. own.,May 2015
"""wisdom"" often repeated self-help books websites, based math individual unit cost (no financing cost), considering overall inventory management economics psychology certain vs. future maybe. also ignores dealer cash incentives tied inventory taking delivery specific time frame, usually within month less. dealer would commit price reduced dealer's cash expires fifteen days car 8-10 week lead, eligible cash. incentive may may extended. alone put order thousand plus dollar disadvantage.",May 2015
"nothing Hondas -- Acura TL SH-AWD time thought Japanese S4 alternative. Honda sells incredible number units per year -- offer, apparently, large number customers prospective customers want willing settle for. last declaration applied Hondas Acuras, VW's Audis Nissans Infinitis Toyotas Lexus cars. extent, settle. opinion, ""data point"" opinion, folks go Hondas instead Acuras, etc, etc, settle more, probably, cars much. work folks lease new Corollas every 24 months -- proclaim word deed 8 mile per day round trip drive worth getting Lexus IS350 F-Sport AWD. see merit cars, hoping instead public transportation would eliminate ""need"" car altogether/ Across hall another ""cars necessary evil"" individual happy buy well worn reliable mini-van opting instead new fridge, dishwasher, range washer dryer. also empty nester two high income couple love Acuras. last player small group loves Minis passionate brand Audis. takes kinds. would not, purpose, go Honda new car -- dip toe Honda 2012. Accord line nice -- personally, found bland, uninvolving well built smooth power train. 63, point life find repeating ""life's short"" whenever consider purchase time appropriate sum. Every appliance purchased -- settled much -- fails quickly, either literally utilitarian aspect. bought three Whirlpool dishwashers (top line) damn things kept breaking (thankfully warranty period), broke warranty, repair costs often 2/3rds cost new dishwasher. Dishwasher number four Bosch -- thing tank quiet damn near impossible know running not. point settle things important you, settle less less things important you. ""into"" (whatever means you) cars, probably compelled toward ELLPS LPS models many us go here. rather new Viking range new Sub-zero fridge on, made money, well choice much clear -- go great stuff kitchen good stuff garage. quarrel that. want larger portfolio willing drive something less LPS car, go that. Settle things care settle things do. entire extent learned 63 years, did, time (way back when) come feel like epiphany. say: Drive like live.. far, settle Honda Toyota -- mean respect decision (unless ""over-settling"" -- easily recognize constantly complain new car whatever).",May 2015
"Millions buy Honda Toyota afford, ""settling"". hard understand seems. even aspire same.",May 2015
"live near Mercedes dealer county north Greater Cincinnati area. such, receive mailings time dealer, given captured contact info helping sister buy C class several months ago. Knowing ""NEW"" C Class way, told hold 6-8 months look ""all new"" 2015 C. But, everyone knew new C around corner, dealers Mercedes really aggressive pricewise selling '14s. Anyway, got email one new sales people local Mercedes dealer obviously culled company's database showing I'm sure person works company within 250 mile area (probably bigger). private showing GTS. ended list attend ""look see"". Clearly, access salary info thought target customer AMG GT-S. But, heard it, read it, thought ""cool"" yeah....I'll eat free canapes let sit it. let drive it....even better. I'll cut chase. let drive it. Got sit it, though. hate new ""flat"" paint jobs cars have. But, guess high end cars getting them, Mercedes AMG exception. Can't really see paying much car starter home costs, disposable income so, probably hard pressed find nicer car. wandered hoard engulfing shrimp cocktail pate, spied humble C-Class outside. Steel Grey Red Leather (the real stuff....not fake stuff Mercedes tries tell ""better leather"" (it's not). 400, lowly 300 turbo 4 cyl. Sales guy spots me, asks thought. Told liked color combo better I'd seen far. Autu Show past winter, showing one black black without sport package....pretty dour. one, quite different. pretty. Sales guy keys dealer tag knew left. ""Go spin?"". ""I'm market"". Sales-""I'd rather take test drive hope remember market."" ""Fair enough"". taken awhile, I've finally wrapped head around sports sedans 4 cyl. Actually, turbo motors really amaze me. They're torquey. fuel efficient. Lighter. generally, may faster, fun drive recent 6 cyl cars I've recently. Truth told, they're pretty damned quick right. one different. know specs, typical. turbo lag could ascertain. Quick line. Pulled hard broad RPM range. quieter growl CTS gives (which like). 7 speed trans goad bit downshift, steering wheel paddles help this. smoother CTS trans, I've got one less gear trans already pretty smooth already (GM KNOWS make good automatic trans). C Seats really liked...even better ""go to"" sport seats TL SH AWD. Benz felt tailored me. think due soft leather (again, hard ""pleather"") crazy amount adjustments make them....including power thigh extenders. CTS seems faster, again, C slouch. CTS suspension geared towards handling. C geared towards ride, certainly could hold own. least that's first impression 20 minute test drive. Now, CTS interior slouch build materials category. Real wood, leather, suede, aluminum, well put together, inside out...probably best GM ever done car they've built........EVER! C Class top, especially price point. Again, real leather, aluminum switches seen AMG 30 minutes earlier. felt same, too. Mercedes leather better Cadillac leather, really good itself. Porous wood, better CTS polished wood (which again, really, really good). like new trend ""screen afterthought"". Cadillac much better job. like trans ""stalk"", understand that's Mercedes trade mark (really?). CTS bigger, hte C felt comfortable. Final thoughts. C stickered right around $50K. discount, corporate discount, probably put somewhere $44K-$45K range. price? compelling car. interior would sell it. competitive everywhere else...drive, handling, performance...with 3, A, etc. ATS edgier (as CTS). Maintenance? Included Cadillac 4 years. Way cheaper Mercedes warranty period, too. I'd consider one next pruchase...probably put near top.",May 2015
"I'm slamming Hondas-I'm going give upcoming 300 hp Civic Type R good hard look-but pick right car service facility run ""fancy-schmancy"" German car little costs run Honda- witness 318ti son's X3. said, Japanese car current favorite strafing back roads-but bit hooligan sled.",May 2015
"Jag, huh? Whoda thunk it?",May 2015
Interesting choice engines too. 2.0L Turbo Diesel 4 cyl & 3.0 Super Charged Gasser V6. Talk spicing segment:),May 2015
"Pace without diesel clatter grace! XF update looks pretty good, too. Car Driver online article regarding 10 great vehicles one buying; XJ list. Fools!",May 2015
"Laurasdada 535 XI - Sport, Sport Base?",May 2015
"2L turbo gas come 6 months later, btw Ford Ecoboost 2L.",May 2015
"settle -- mean bad thing. And, us make choices -- person goes Honda likely able extend go Acura. settle Honda priorities important ELLPS LPS. Things like kids, houses, pets, home appliances compete limited funds. family $50,000 live little different family $100K live -- ask them, somehow tell choose live within means (or mortgage everything hilt, cars included). lived relatively small income ""middle class"" ""upper middle class"" income -- every way station, always felt ""settle"" something, either cars home appliances monthly mortgage. suggesting settling somehow bad thing. one cushion $10 million check book, would assume would possible person see virtually barriers car purchase, Personally, see spending even $100K car, even financial impunity so. I'll settle point cars costing number beginning 6. ten years, assume number smaller needs, like hairline, continue recede.",May 2015
"get it. know ""settle"" make compromises, many people actually buy used cars afford shiny new Honda wanted years. no, can't afford Acura. Saying afford Acura maybe Audi settled Honda makes assumptions reflect real disconnect. possible ""settled"" areas could buy new Honda?",May 2015
"Mark.....all good points. conversation best friend. $70K '15 Corvette, part, sits garage gathering dust. drives new Suburban every 2 years....I'll assume least $50K range discounts...probably closer $65K new version. wife drives Infiniti something....assume mid $50s that. So, short, roughly $185K tied vehicles,,,,,,,RIGHT MOMENT. He's tax bracket. Soros money, even failed Silicon Valley start money. But, enough we're worried going dealership buying something like brand new Corvette impulse buy. philosophy? Spend alive healthy. kids. child. So, outside wife, really outlet spend money (or even save college tuition, teen insurance rates, etc). short, thing worry staying relatively healthy. worry sweat every purchase, whether new leather recliner, whether buy Honda Acura. kids. huge tuition bills staring them. get that. I've there. I'm 10 years think retirement. So, that's something think about, certainly occupy lot time. think I'm good, knows happen next decade. Would make major financial lifestyle change bought Z06 Corvette? Nope. question I'd ask ""what else could money?"" see son, good job IT. works major University, job secure, probably long wants stay there. He's wanting new WRX. He's fretting affect lifestyle currently. told him, budget up. would get way savings plan stands right (I actually showed budget everything anything), it. things now, put eggs baskets set up. go it. feel folks busting tails make ends meet. budget sliced thin, tomorrow hope they've got enough feed family healthily. 10 year old Caravan major issue, mean large change lifestyle ill afford negative changes begging anything positive. can't afford new car (although dealers would love get finance high rates). They're ones need new car most. end spectrum, there's colleague, 12 year old TL....250K miles. get healthy car allowance....BUT...only car 3 years old less ""list"" approved vehicles. bought TL used decade ago fits much ""cars cost"" today. could drive used Tercel pocket car allowance, he'd happy. yes, afford car wanted....including $100K cars speak about. fall middle. like nicer cars. definitions I'll spend money on. like nice cars, ones cost $60K (unless $60K car overwhelming value price). I'll put limit set $55K. I've long given notion car something that's anything expense me. depreciating asset. Truthfully, even asset mind. Plain simple, expense.",May 2015
"I'd prefer credit, even without one I'm happy forced take hole roof.",May 2015
"credit want sunroof,",May 2015
"I, one, would still it. Delete sunroof, is, even price decline. Sunroofs steal headroom, usually 2 inches. car sunroof clear head Genesis.",May 2015
"E36 sunroof cassette adds 65 pounds highest point car. TC Kline told me, ""It's equivalent strapping car's battery roof...""",May 2015
"According dealer rep, delete sunroof ordered vehicles. thing is, however, thought must pay play order car either unpopular color options deleted make car, er, ""unmarketable."" Increasingly, even German cars purchased ""off lot"" -- Americans seem want immediate gratification -- cars ordered dealer feels confident sell within reasonable time frame, thus incurring interest charges planned amount. lot mentality, too, many cars stock black, gray, silver black interiors, etc. We've apparently decided want cars black paint black leather -- difficult find cars imaginative color combinations, without certain packages. fault dealers, though, car buying is: test drive buy Saturday and, possible, drive home Saturday. wife's friend bought nice new car, $70K discount. long Saturday test drive, followed offer, followed pick Monday. Wham bam, thank m'am. Now, car question looked like Batmobile (well, sort of) nice ride. But, method picking $70K car seems like settling. guess possible car configured EXACTLY wanted, ordering unnecessary. But, take time ""build"" car like many us build houses live in, suits wear, etc; and, wait thing fabricated specifications? Clearly, something wrong me. thinking purchased ONE new Audi lot purchased one ""previously owned"" Audi (essentially lot, too) 32 them. kept new one bought lot less 12 months equipped liking. See, something's right me. last time Germany 2005 -- time, Audi dealer Munich spoke said keep inventory cars test drives ""everyone"" orders cars. Well, sure, thought, Munich -- thing true Zurich. Folks decide buy car, work dealer rep order car, wait 4-6 weeks pick -- getting EXACTLY car wanted. still European practice? Anyway, want sunroof, order damn car without -- money all.",May 2015
